,id,Statement,Image,Web,Category,Date,Label,clean,clean_joined
21917,44198,Fact Check: Is Taj Hotels Gifting Gift Cards For Valentines Day?...,https://newsmobile.in/wp-content/uploads/2021/01/Untitled-design-1-1.jpg,NEWSMOBILE,VIOLENCE,21-Feb,Fake,"['fact', 'check', 'taj', 'hotels', 'gifting', 'gift', 'cards', 'valentine', 'day']",fact check taj hotels gifting gift cards valentine day
12666,41269,Fact Check: Did Kamala Harris Threaten Trump Supporters?,https://thelogicalindian.com/h-upload/2020/08/14/500x300_179493-fc-02-web.jpg,THELOGICALINDIA,MISLEADING,20-Aug,Fake,"['fact', 'check', 'kamala', 'harris', 'threaten', 'trump', 'supporters']",fact check kamala harris threaten trump supporters
56393,17691,Bihar gears up for counting day,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_548780835.jpg,TRIBUNEINDIA,ELECTION,Nov-20,TRUE,"['bihar', 'gears', 'counting', 'day']",bihar gears counting day
44813,30595,"Co-WIN isnt fashion but a necessity, says RS Sharma, ex-TRAI chief in charge of vaccine app",https://static.theprint.in/wp-content/uploads/2021/02/rssharma-324x235.jpg,THEPRINT,ELECTION,Feb-21,TRUE,"['win', 'fashion', 'necessity', 'says', 'sharma', 'trai', 'chief', 'charge', 'vaccine', 'app']",win fashion necessity says sharma trai chief charge vaccine app
1445,25540,Valentino Rossi calls for change after MotoGP horror crash,https://cdn.cnn.com/cnnnext/dam/assets/200818162408-moto-gp-crash-austria-maverick-vinales-super-tease.jpg,CNN,POLITICS,Aug-20,TRUE,"['valentino', 'rossi', 'calls', 'change', 'motogp', 'horror', 'crash']",valentino rossi calls change motogp horror crash
31897,34393,Ready to debate on Shaheen Bagh with Amit Shah: Arvind Kejriwal rechallenges minister,https://www.thestatesman.com/wp-content/uploads/2020/02/kejriwal-2.jpg,THESTATEMAN,TERROR,Feb-20,TRUE,"['ready', 'debate', 'shaheen', 'bagh', 'amit', 'shah', 'arvind', 'kejriwal', 'rechallenges', 'minister']",ready debate shaheen bagh amit shah arvind kejriwal rechallenges minister
7263,23864,Bihar floods: State govt defers launch of ambitious Jal Jeevan Haryali Abhiyan,https://www.thestatesman.com/wp-content/uploads/2019/10/67b9b2106cc3f4f21f906a13e5de5cb4.jpg,THESTATESMAN,POLITICS,Oct-19,TRUE,"['bihar', 'floods', 'state', 'govt', 'defers', 'launch', 'ambitious', 'jal', 'jeevan', 'haryali', 'abhiyan']",bihar floods state govt defers launch ambitious jal jeevan haryali abhiyan
30746,12284,SC dismisses PIL seeking to protect artefacts found during excavation at Ram Janmabhoomi,https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_2130771149.jpg,TRIBUNEINDIA,TERROR,Jul-20,TRUE,"['dismisses', 'pil', 'seeking', 'protect', 'artefacts', 'excavation', 'ram', 'janmabhoomi']",dismisses pil seeking protect artefacts excavation ram janmabhoomi
37383,52768,Fact Check: Are Japanese boycotting products from the US since 1945?.... Fact Check: Has India?s imports from China increased by 27% in...,https://www.thestatesman.com/wp-content/uploads/2020/07/rg.jpg,AUGMENT,COVID-19,,Fake,"['fact', 'check', 'japanese', 'boycotting', 'products', 'fact', 'check', 'india', 'imports', 'china', 'increased']",fact check japanese boycotting products fact check india imports china increased
51149,49004,False claim circulates that video shows body of Saddam Hussein 12 years after death.HoaXposed: Fake post claims BJP supporters destroyed solar panels because it angers sun god, https://static.theprint.in/wp-content/uploads/2019/02/conclave-Modi-ministers-324x235.jpg,AUGMENT,GOVERNMENT,,Fake,"['false', 'claim', 'circulates', 'video', 'shows', 'body', 'saddam', 'hussein', 'years', 'death', 'hoaxposed', 'fake', 'post', 'claims', 'bjp', 'supporters', 'destroyed', 'solar', 'panels', 'angers', 'sun', 'god']",false claim circulates video shows body saddam hussein years death hoaxposed fake post claims bjp supporters destroyed solar panels angers sun god
11410,34301,Restraint over language must be maintained in Bihar polls: Union Minister Ram Vilas Paswan,https://www.thestatesman.com/wp-content/uploads/2019/12/Paswan.jpg,THESTATEMAN,ELECTION,Dec-19,TRUE,"['restraint', 'language', 'maintained', 'bihar', 'polls', 'union', 'minister', 'ram', 'vilas', 'paswan']",restraint language maintained bihar polls union minister ram vilas paswan
43361,2630,"Foiled Pulwama car bomb attack Û÷joint JeM-Hizbul opÛª; 20 CRPF vehicles target, suspect security forces",https://www.thestatesman.com/wp-content/uploads/2020/05/Pulwama.jpg,THESTATESMAN,TERROR,May-20,TRUE,"['foiled', 'pulwama', 'car', 'bomb', 'attack', 'joint', 'jem', 'hizbul', 'crpf', 'vehicles', 'target', 'suspect', 'security', 'forces']",foiled pulwama car bomb attack joint jem hizbul crpf vehicles target suspect security forces
21869,11694,'Students should prepare for the exam': Solicitor General tells Supreme Court,https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_1529934650.jpg,TRIBUNEINDIA,TERROR,Jul-20,TRUE,"['students', 'prepare', 'exam', 'solicitor', 'general', 'tells', 'supreme', 'court']",students prepare exam solicitor general tells supreme court
49154,37429,Indiaï¿½s top 100 billionaires earned Rs 13 lakh crore despite Covid hit ï¿½ Oxfam report,https://static.theprint.in/wp-content/uploads/2020/05/Chhattisgarh-1-324x235.jpg,THEPRINT,ELECTION,May-20,TRUE,"['indiaï', 'billionaires', 'earned', 'lakh', 'crore', 'despite', 'covid', 'hit', 'oxfam', 'report']",indiaï billionaires earned lakh crore despite covid hit oxfam report
50601,47581,Reply in Rajya Sabha contradicts media reports on pay hike under 7th pay commission," https://images.indianexpress.com/2020/10/express-photo-127.jpg?resize=450,250",AUGMENT,GOVERNMENT,,Fake,"['reply', 'rajya', 'sabha', 'contradicts', 'media', 'reports', 'pay', 'hike', 'pay', 'commission']",reply rajya sabha contradicts media reports pay hike pay commission
45256,50155,"Jaitley Says TB Elimination By 2025; Target Would Need 95% Reduction In New Cases.India Aims To Reduce Total Fertility Rate, Targets Set For 145 Districts in 7 states", https://www.thestatesman.com/wp-content/uploads/2020/06/COVID-5.jpg,AUGMENT,POLITICS,,Fake,"['jaitley', 'says', 'elimination', 'target', 'need', 'reduction', 'new', 'cases', 'india', 'aims', 'reduce', 'total', 'fertility', 'rate', 'targets', 'set', 'districts', 'states']",jaitley says elimination target need reduction new cases india aims reduce total fertility rate targets set districts states
56433,47381,"Modi Wrong About Odisha Voters, Right About Jan Dhan Yojana"," https://images.indianexpress.com/2020/01/sushil-modi-1200.jpg?resize=450,250",AUGMENT,GOVERNMENT,,Fake,"['modi', 'wrong', 'odisha', 'voters', 'right', 'jan', 'dhan', 'yojana']",modi wrong odisha voters right jan dhan yojana
15422,19070,"Certain media reporting in pending cases forbidden, may amount to contempt, AG tells SC",https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_382600006.jpg,TRIBUNEINDIA,TERROR,Oct-20,TRUE,"['certain', 'media', 'reporting', 'pending', 'cases', 'forbidden', 'contempt', 'tells']",certain media reporting pending cases forbidden contempt tells
671,17651,No firecracker ban in MP but avoid Chinese made: Shivraj Chouhan,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_452363189.jpeg,TRIBUNEINDIA,VIOLENCE,Nov-20,TRUE,"['firecracker', 'ban', 'avoid', 'chinese', 'shivraj', 'chouhan']",firecracker ban avoid chinese shivraj chouhan
17297,29558,"Union minister Ananth Kumar back in India after treatment, still needs to rest",https://static.theprint.in/wp-content/uploads/2018/10/Ananth-Kumar-Union-min-image-324x235.jpg,THEPRINT,COVID-19,Oct-18,TRUE,"['union', 'minister', 'ananth', 'kumar', 'india', 'treatment', 'needs', 'rest']",union minister ananth kumar india treatment needs rest
40387,56140,"Fact Check: Of Late, The News That Got Widely Shared But Were Not True. Fact Check: The News That Got Widely Shared In The Last Week But Were Not True",https://www.thestatesman.com/wp-content/uploads/2021/02/QT-Narendra-Modi-2-1.jpg,AUGMENT,POLITICS,,Fake,"['fact', 'check', 'late', 'news', 'got', 'widely', 'shared', 'true', 'fact', 'check', 'news', 'got', 'widely', 'shared', 'week', 'true']",fact check late news got widely shared true fact check news got widely shared week true
49711,33730,Not a safe platform: Govt warns people against using Zoom video conference app,https://www.thestatesman.com/wp-content/uploads/2020/04/zoom.jpg,THESTATEMAN,GOVERNMENT,Apr-20,TRUE,"['safe', 'platform', 'govt', 'warns', 'people', 'zoom', 'video', 'conference', 'app']",safe platform govt warns people zoom video conference app
40943,1781,SC seeks UGC response on pleas seeking quashing guidelines for final year exams,https://www.thestatesman.com/wp-content/uploads/2020/07/sc-4.jpg,THESTATESMAN,TERROR,Jul-20,TRUE,"['seeks', 'ugc', 'response', 'pleas', 'seeking', 'quashing', 'guidelines', 'final', 'year', 'exams']",seeks ugc response pleas seeking quashing guidelines final year exams
34701,19826,Delhi riots accused Umar Khalid alleges Tihar jail authorities not giving proper medical treatment for his toothache,https://www.thestatesman.com/wp-content/uploads/2020/09/umar.jpg,THESTATESMAN,VIOLENCE,Sep-20,TRUE,"['delhi', 'riots', 'accused', 'umar', 'khalid', 'alleges', 'tihar', 'jail', 'authorities', 'giving', 'proper', 'medical', 'treatment', 'toothache']",delhi riots accused umar khalid alleges tihar jail authorities giving proper medical treatment toothache
2049,7919,"Took action against errants in Palghar case, Maharashtra tells Supreme Court",https://cmsimages.tribuneindia.com/gallary_content/2020/10/Desk/2020_10$smallthumbimg_1968772630.jpg,TRIBUNEINDIA,VIOLENCE,Oct-20,TRUE,"['took', 'action', 'errants', 'palghar', 'case', 'maharashtra', 'tells', 'supreme', 'court']",took action errants palghar case maharashtra tells supreme court
48988,56450,"Celine Dion ï¿½deathï¿½ story is just a hoax, donï¿½t fall for...",https://newsmobile.in/wp-content/uploads/2019/11/Untitled-design-54-324x160.png,NEWSMOBILE,POLITICS,Nov-19,Fake,"['celine', 'dion', '½deathï', 'story', 'hoax', 'donï', 'fall']",celine dion ½deathï story hoax donï fall
20733,29384,"Kartarpur corridor harbours hope, but must be aware of ground realities: Hardeep Singh Puri",https://static.theprint.in/wp-content/uploads/2018/11/kartarpur-324x235.jpg,THEPRINT,TERROR,Nov-18,TRUE,"['kartarpur', 'corridor', 'harbours', 'hope', 'aware', 'ground', 'realities', 'hardeep', 'singh', 'puri']",kartarpur corridor harbours hope aware ground realities hardeep singh puri
55267,28987,Chidambaram slams interim budget as account for votes and not vote on account,https://static.theprint.in/wp-content/uploads/2019/02/P-Chidambaram-Budget-324x235.jpg,THEPRINT,ELECTION,Feb-19,TRUE,"['chidambaram', 'slams', 'interim', 'budget', 'account', 'votes', 'vote', 'account']",chidambaram slams interim budget account votes vote account
36824,1674,DPEPP 2020: Negative list of weapons to boost domestic defence sector,https://www.thestatesman.com/wp-content/uploads/2020/08/defence.jpg,THESTATESMAN,COVID-19,Aug-20,TRUE,"['dpepp', 'negative', 'list', 'weapons', 'boost', 'domestic', 'defence', 'sector']",dpepp negative list weapons boost domestic defence sector
20527,52433,2015 Video Of Desecrated Idols Of Goddess Kaali Passed Off As Recent.Edited clip of Mamata reciting Islamic prayers linked to Netaji event controversy,https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_1071479229.JPG,AUGMENT,VIOLENCE,,Fake,"['video', 'desecrated', 'idols', 'goddess', 'kaali', 'passed', 'recent', 'edited', 'clip', 'mamata', 'reciting', 'islamic', 'prayers', 'linked', 'netaji', 'event', 'controversy']",video desecrated idols goddess kaali passed recent edited clip mamata reciting islamic prayers linked netaji event controversy
10377,38051,Fact Check: Truth behind photos of man dressed as Hanuman shared as BJP candidate from Bengal,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201904/hanumanbengalbjp-170x96.jpeg?nN.oIBVsK1aPrdFMOmXwYjzSK3W_3s4z,INDIATODAY,POLITICS,19-Apr,Fake,"['fact', 'check', 'truth', 'photos', 'man', 'dressed', 'hanuman', 'shared', 'bjp', 'candidate', 'bengal']",fact check truth photos man dressed hanuman shared bjp candidate bengal
30329,34809,BSP is a disciplined party: Mayawati suspends MLA for supporting CAA,https://www.thestatesman.com/wp-content/uploads/2019/12/mayawati-1-1.jpg,THESTATEMAN,ELECTION,Dec-19,TRUE,"['bsp', 'disciplined', 'party', 'mayawati', 'suspends', 'mla', 'supporting', 'caa']",bsp disciplined party mayawati suspends mla supporting caa
40572,25730,JK Assembly passes Compulsory Road Digging Act,https://dapaan.com/wordpress/wp-content/uploads/2014/02/omar-assembly-150x100.jpg,DAPAAN,GOVERNMENT,Feb-14,TRUE,"['assembly', 'passes', 'compulsory', 'road', 'digging', 'act']",assembly passes compulsory road digging act
44522,43034,Fact Check: Bond girl Ursula Andress pictures claimed as photos of...,https://newsmobile.in/wp-content/uploads/2019/05/sonia-gandhi.png,NEWSMOBILE,COVID-19,19-May,Fake,"['fact', 'check', 'bond', 'girl', 'ursula', 'andress', 'pictures', 'claimed', 'photos']",fact check bond girl ursula andress pictures claimed photos
33313,22675,"Maha Assembly adjourned after scuffle breaks out between BJP, Sena members",https://www.thestatesman.com/wp-content/uploads/2019/12/Maha.jpg,THESTATESMAN,ELECTION,Dec-19,TRUE,"['maha', 'assembly', 'adjourned', 'scuffle', 'breaks', 'bjp', 'sena', 'members']",maha assembly adjourned scuffle breaks bjp sena members
39951,10130,"India to start bidding process by October to procure 6 submarines costing Rs 55,000 crore",https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_371685332.jpg,TRIBUNEINDIA,TERROR,Aug-20,TRUE,"['india', 'start', 'bidding', 'process', 'october', 'procure', 'submarines', 'costing', 'crore']",india start bidding process october procure submarines costing crore
42107,13148,Delhi govt issues eligibility criteria for donation of plasma,https://cmsimages.tribuneindia.com/gallary_content/2020/7/2020_7$smallthumbimg_638874802.jpg,TRIBUNEINDIA,TERROR,Jul-20,TRUE,"['delhi', 'govt', 'issues', 'eligibility', 'criteria', 'donation', 'plasma']",delhi govt issues eligibility criteria donation plasma
50252,39245,Video Of Minor Beaten In Assam Passed Off As Kerala,https://boomlive.in/wp-content/uploads/2019/11/Assam-video-2-1.jpg,BOOMLIVE,VIOLENCE,19-Nov,Fake,"['video', 'minor', 'beaten', 'assam', 'passed', 'kerala']",video minor beaten assam passed kerala
42674,39450,Local Road Dispute In HP Falsely Shared As Uttarakhand With Communal...,https://d2c7ipcroan06u.cloudfront.net/wp-content/uploads/2019/10/Toll-booth-324x235.jpg,THEPRINT,VIOLENCE,19-Oct,Fake,"['local', 'road', 'dispute', 'falsely', 'shared', 'uttarakhand', 'communal']",local road dispute falsely shared uttarakhand communal
44505,24607,RPSC Assistant Engineer answer keys 2019 released at rpsc.rajasthan.gov.in | Direct link available here,https://www.thestatesman.com/wp-content/uploads/2019/08/rpsc-1.jpg,THESTATESMAN,TERROR,Aug-19,TRUE,"['rpsc', 'assistant', 'engineer', 'answer', 'keys', 'released', 'rpsc', 'rajasthan', 'gov', 'direct', 'link', 'available']",rpsc assistant engineer answer keys released rpsc rajasthan gov direct link available
34620,43096,Fact Checked: Voters will not have to pay Rs 350 if...,https://newsmobile.in/wp-content/uploads/2019/03/Nav_FAke.jpg,NEWSMOBILE,COVID-19,19-Mar,Fake,"['fact', 'checked', 'voters', 'pay']",fact checked voters pay
47861,15221,Cabinet extends Û÷Pradhan Mantri Vaya Vandana YojanaÛª by 3 yrs till March 2023,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_571216899.jpg,TRIBUNEINDIA,GOVERNMENT,May-20,TRUE,"['cabinet', 'extends', 'pradhan', 'mantri', 'vaya', 'vandana', 'yojana', 'yrs', 'till', 'march']",cabinet extends pradhan mantri vaya vandana yojana yrs till march
56028,18713,Pandemic to shave off 40 pc operating profit of private hospitals: Report,https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1397084187.jpeg,TRIBUNEINDIA,COVID-19,Oct-20,TRUE,"['pandemic', 'shave', 'operating', 'profit', 'private', 'hospitals', 'report']",pandemic shave operating profit private hospitals report
23624,12304,Stop being in denial of foreign policy failures: Cong to EAM,https://cmsimages.tribuneindia.com/gallary_content/2020/7/Desk/2020_7$smallthumbimg_1369490811.jpeg,TRIBUNEINDIA,POLITICS,Jul-20,TRUE,"['stop', 'denial', 'foreign', 'policy', 'failures', 'cong', 'eam']",stop denial foreign policy failures cong eam
49492,23225,"NavyÕs MiG-29 fighter jet crashes in Goa, pilots eject safely",https://www.thestatesman.com/wp-content/uploads/2019/11/QT-mig-29-2.jpg,THESTATESMAN,VIOLENCE,Nov-19,TRUE,"['navyõs', 'mig', 'fighter', 'jet', 'crashes', 'goa', 'pilots', 'eject', 'safely']",navyõs mig fighter jet crashes goa pilots eject safely
31831,12137,Dubey encounter: SC ex-judge to head 3-member probe panel,https://cmsimages.tribuneindia.com/gallary_content/2020/7/Desk/2020_7$smallthumbimg_1985408344.jpeg,TRIBUNEINDIA,VIOLENCE,Jul-20,TRUE,"['dubey', 'encounter', 'judge', 'head', 'member', 'probe', 'panel']",dubey encounter judge head member probe panel
42552,7833,IMA questions CentreÛªs Ayush Covid protocol,https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1591988598.jpg,TRIBUNEINDIA,COVID-19,Oct-20,TRUE,"['ima', 'questions', 'centre', 'ûªs', 'ayush', 'covid', 'protocol']",ima questions centre ûªs ayush covid protocol
